AssetID,Hostname,IP,OS,LastScannedAt,IsStale,LastSeenAt
27598,Onbekend,89.221.190.130,,NULL,1,2026-03-15 20:52:25.9166667
27675,DCRWP001-101062,10.101.62.51,,NULL,1,2026-03-21 18:32:51.4200000
27676,FLSWP001-101062,10.101.62.91,,NULL,1,2026-03-21 18:32:51.4433333
27677,UTLWP001-101062,10.101.62.50,,NULL,1,2026-03-21 18:32:51.3300000
27678,DCRWP002-101062,10.101.62.52,,NULL,1,2026-03-21 18:32:51.5300000
27679,SQLWP002-101062,10.101.62.61,,NULL,1,2026-03-21 18:46:31.6700000
27709,ECPRSVA07LIC2,10.1.9.46,,NULL,1,2026-03-15 20:52:26.2500000
27713,ECPRSVE05MIG1,10.240.7.228,,NULL,0,2026-04-09 12:51:54.1066667
27720,EC40SEQ17,10.240.7.154,,NULL,1,2026-03-16 02:10:17.9500000
27721,EC40SEQ05,10.240.7.133,,NULL,1,2026-03-16 02:10:17.9800000
27728,EC40SEQ10,10.240.7.177,,NULL,1,2026-03-16 02:10:17.8033333
27743,EC40SEQ16,10.240.7.140,,NULL,1,2026-03-16 02:10:18.0100000
27803,r11-avd-wp-102,10.236.5.53,,NULL,0,2026-04-09 16:30:52.8966667
27834,WLC,192.168.170.3,,NULL,1,2026-03-16 01:35:14.5366667
27837,EC40SEQ13,10.240.7.149,,NULL,1,2026-03-16 02:10:18.0466667
27859,ECPRSVLWL1,10.240.161.17,,NULL,0,2026-04-09 12:14:51.6000000
27860,ECPRSVLWP2,10.240.161.16,,NULL,0,2026-04-09 12:37:48.7533333
27969,ECPRSVR01HIA3,10.240.0.77,,NULL,1,2026-03-16 00:21:19.4966667
28337,Onbekend,20.73.209.35,,NULL,1,2026-03-16 01:34:59.3933333
28382,M1PRSVDC5,10.240.129.100,,NULL,0,2026-04-09 12:25:16.9033333
28442,Onbekend,52.149.110.58,,NULL,1,2026-03-15 20:52:26.6733333
28443,Onbekend,52.174.39.59,,NULL,1,2026-03-15 20:52:26.7166667
28447,Onbekend,20.107.28.113,,NULL,1,2026-03-15 20:52:26.7766667
28474,UTLWP001-101064,10.101.64.50,,NULL,1,2026-03-21 18:32:51.4966667
28476,FLSWP001-101064,10.101.64.91,,NULL,1,2026-03-21 18:32:51.4733333
28478,DCRWP001-101064,10.101.64.51,,NULL,1,2026-03-21 18:32:51.3900000
28490,omp-eu-fortigate.internal.cloudapp.net,10.101.1.50,,NULL,1,2026-03-15 20:52:26.8500000
28566,LIV-PRD-CTX15,192.168.250.116,,NULL,1,2026-03-15 20:52:26.9000000
28578,DCRWP002-101064,10.101.64.52,,NULL,1,2026-03-21 18:32:51.5400000
28664,Onbekend,10.172.0.138,,NULL,1,2026-03-15 20:52:26.9533333
28714,Onbekend,192.168.250.1,,NULL,0,2026-04-09 09:35:32.9500000
28720,Onbekend,10.56.32.52,,NULL,0,2026-04-09 09:35:33.2500000
28727,ECPRSVT09APP15,10.56.32.45,,NULL,1,2026-03-16 00:21:19.8866667
28728,ECPRSVT09APP8,10.56.32.43,,NULL,1,2026-03-16 00:21:19.8500000
28734,ECPRSVT09APP14,10.56.32.44,,NULL,0,2026-04-09 10:08:03.2733333
28740,Onbekend,10.56.32.51,,NULL,0,2026-04-09 09:35:33.4966667
28741,Onbekend,192.168.70.22,,NULL,0,2026-04-09 16:11:36.6766667
28744,TNT-DC01,192.168.178.79,,NULL,1,2026-03-16 01:34:59.3800000
28745,TNT-NGW1-2019,192.168.178.99,,NULL,1,2026-03-15 20:52:27.1566667
28746,TNT-TEST-DC1,192.168.179.18,,NULL,1,2026-03-16 01:34:59.4333333
28756,TNT-NGW2-2019,192.168.178.100,,NULL,1,2026-03-15 20:52:27.0633333
28762,Onbekend,192.168.70.10,,NULL,0,2026-04-09 16:11:37.1433333
28778,Onbekend,192.168.60.1,,NULL,0,2026-04-09 09:35:32.9000000
28909,DCRWP001-101066,10.101.66.51,,NULL,1,2026-03-21 18:32:51.6466667
28910,DCRWP002-101066,10.101.66.52,,NULL,1,2026-03-21 18:32:51.4533333
28958,Onbekend,192.168.226.24,,NULL,0,2026-04-09 12:58:22.9166667
28985,M1GKSVDC5,10.240.129.200,,NULL,0,2026-04-09 12:25:16.9233333
29030,SQLWP002-101030,10.101.30.61,,NULL,1,2026-03-21 18:46:31.7166667
29031,SQLWP002-101026,10.101.26.61,,NULL,1,2026-03-21 18:46:31.7700000
29032,SQLWP002-101224,10.101.224.61,,NULL,1,2026-03-21 18:46:31.7066667
29132,i04-vm-mgt-wp01.internal.innoforte-zorg.nl,10.94.16.150,,NULL,1,2026-03-16 00:19:14.5300000
29137,i04-vm-app-wp01.internal.innoforte-zorg.nl,10.94.16.164,,NULL,1,2026-03-16 00:19:14.5133333
29143,i04-vm-app-wp02,10.94.16.180,,NULL,1,2026-03-16 00:21:51.8166667
29171,M1PRCNEX20,10.240.129.120,,NULL,0,2026-04-09 12:24:37.7566667
29529,SQLWP002-101048,10.101.48.61,,NULL,1,2026-03-21 18:46:31.7800000
29532,EC40SEQ26,10.240.7.221,,NULL,1,2026-03-16 02:10:17.8366667
29597,r11-avd-wp-112,10.236.5.44,,NULL,0,2026-04-09 16:30:52.8600000
29724,ram-ppd-deventer-p-vpn,192.168.151.66,,NULL,0,2026-04-09 12:58:24.4400000
30015,Onbekend,10.145.145.111,,NULL,0,2026-04-09 13:03:19.7366667
30159,ECPRSVH10APP59,10.16.114.93,,NULL,0,2026-04-09 12:29:59.1366667
30172,z99-sync-wp01,10.0.0.21,,NULL,1,2026-03-22 08:04:57.9733333
30179,M1GKCNEX20,10.240.129.220,,NULL,1,2026-03-30 11:47:12.6700000
30186,MIGRATIE-SRV02,10.16.116.22,,NULL,0,2026-04-09 12:55:42.8433333
30188,MIGRATIE-SRV03,10.16.116.23,,NULL,0,2026-04-09 12:37:15.5800000
30189,MIGRATIE-SRV04,10.16.116.24,,NULL,0,2026-04-09 18:44:55.6633333
30190,MIGRATIE-DC01,10.16.116.10,,NULL,1,2026-03-16 10:20:52.5233333
30211,LIV-PRD-FLX01,192.168.250.79,,NULL,1,2026-03-15 20:52:27.4033333
30242,ECPRSVH10TST1,10.16.114.94,,NULL,1,2026-03-16 00:21:20.2433333
30255,s14-vm-mgt-wp01.szr.ws365.eu,10.56.26.20,,NULL,1,2026-03-16 00:21:20.2700000
30321,Onbekend,192.168.234.246,,NULL,1,2026-03-15 20:52:27.5500000
30323,ECOTSVR01SQL01,10.240.202.235,,NULL,0,2026-04-09 12:35:56.8266667
30380,ECPRSVH10APP60,10.16.114.95,,NULL,0,2026-04-09 12:55:42.6100000
30392,Onbekend,10.101.66.80,,NULL,0,2026-04-09 16:11:36.8766667
30429,EC40SEQ27,10.240.7.178,,NULL,1,2026-03-16 02:10:18.0866667
30458,Onbekend,192.168.23.15,,NULL,1,2026-03-15 20:52:27.6366667
30484,Eye03,10.240.0.64,,NULL,0,2026-04-09 16:04:53.9566667
30489,UTLWP001-101066,10.101.66.50,,NULL,1,2026-03-21 18:32:51.6566667
30490,FLSWP001-101066,10.101.66.91,,NULL,1,2026-03-21 18:32:51.6066667
30491,SQLWP002-101066,10.101.66.61,,NULL,1,2026-03-21 18:46:31.8233333
30493,ECPRSVS12PRN1,10.56.234.5,,NULL,1,2026-03-16 01:34:59.5700000
30510,Onbekend,89.221.177.27,,NULL,1,2026-03-15 20:52:27.6933333
30519,Onbekend,192.168.126.88,,NULL,0,2026-04-09 12:58:24.3866667
30550,ECGKCNA07SQL2,10.1.9.52,,NULL,1,2026-03-16 00:36:19.4000000
30572,veeam09,192.168.234.58,,NULL,0,2026-04-09 12:23:54.9966667
30573,Veeam10,192.168.234.59,,NULL,0,2026-04-09 12:23:55.2933333
30574,Veeam07,192.168.234.56,,NULL,0,2026-04-09 12:23:55.1700000
30575,Veeam08,192.168.234.57,,NULL,0,2026-04-09 12:23:55.0366667
30583,EC40SEQ09,10.240.7.152,,NULL,1,2026-03-16 02:10:18.1200000
30595,l06-vm-app-wt01,10.200.9.10,,NULL,1,2026-03-16 10:21:49.6200000
30638,ECGKSVWAP1,10.240.161.73,,NULL,0,2026-04-09 12:34:25.2133333
30641,ECGKSVWAP2,10.240.161.74,,NULL,0,2026-04-09 12:34:25.2866667
30657,gemba-sch-p-app-m6,172.20.200.36,,NULL,0,2026-04-09 14:16:03.7766667
30658,gemba-sch-p-app-m5,172.20.200.35,,NULL,1,2026-03-30 14:51:34.9800000
30659,gemba-sch-p-app-m4,172.20.200.34,,NULL,0,2026-04-09 14:16:03.6433333
30661,gemba-sch-t-app-m2,172.20.200.208,,NULL,0,2026-04-09 14:16:03.6233333
30665,gemba-sch-a-app-m5,172.20.200.163,,NULL,0,2026-04-09 14:16:03.8966667
30669,gemba-sch-a-app-m4,172.20.200.162,,NULL,0,2026-04-09 14:16:03.6633333
30728,Onbekend,10.200.202.23,,NULL,1,2026-03-15 20:52:27.8900000
30730,Onbekend,10.200.202.28,,NULL,1,2026-03-15 20:52:28.0366667
30764,Onbekend,10.200.202.49,,NULL,1,2026-03-15 20:52:27.9900000
30822,pkiwp003-101000.internal.cloudapp.net,10.101.0.104,,NULL,1,2026-03-21 18:32:51.5833333
30832,mgmwp001-101000.internal.cloudapp.net,10.101.1.100,,NULL,1,2026-03-21 18:32:51.7033333
30833,mgmwp004-101000.internal.cloudapp.net,10.101.1.101,,NULL,1,2026-03-21 18:32:51.6933333
30839,Onbekend,10.101.34.81,,NULL,0,2026-04-09 16:11:36.7433333
30871,Onbekend,10.101.10.81,,NULL,0,2026-04-09 16:11:37.0033333
30873,SQLWP002-101024,10.101.24.61,,NULL,1,2026-03-21 18:46:31.8033333
30889,Onbekend,10.101.28.81,,NULL,0,2026-04-09 16:11:36.8166667
30890,Onbekend,10.101.42.81,,NULL,0,2026-04-09 16:11:37.3333333
30897,Onbekend,10.101.12.80,,NULL,0,2026-04-09 16:11:37.1300000
30904,SQLWP002-101020,10.101.20.61,,NULL,1,2026-03-21 18:46:31.8433333
30910,SQLWP004-101012,10.101.12.63,,NULL,1,2026-03-21 18:46:31.8333333
30911,SQLWP002-101042,10.101.42.61,,NULL,1,2026-03-21 18:46:31.8133333
30921,Onbekend,10.101.44.81,,NULL,0,2026-04-09 16:11:36.9433333
30923,Onbekend,10.101.62.80,,NULL,0,2026-04-09 16:11:37.0666667
30933,Onbekend,10.101.46.81,,NULL,0,2026-04-09 16:11:37.6366667
31012,l06-vm-mgt-wp01,10.200.6.11,,NULL,1,2026-03-15 11:02:42.0166667
31013,l06-vm-app-wp02,10.200.11.138,,NULL,1,2026-03-16 00:37:22.0233333
31018,l06-vm-syn-wp01,10.200.3.12,,NULL,1,2026-03-16 00:21:52.0466667
31037,l06-vm-dcr-wp01,10.200.3.5,,NULL,1,2026-03-15 11:02:43.3966667
31044,l06-vm-dcr-wt02.ldesho.nl,10.200.3.21,,NULL,1,2026-03-15 11:02:43.7800000
31046,l06-vm-app-wt04,10.200.7.4,,NULL,1,2026-03-16 00:21:52.0866667
31047,l06-vm-pki-wp02,10.200.3.14,,NULL,1,2026-03-16 00:21:52.0733333
31049,l06-vm-app-wp04,10.200.7.132,,NULL,1,2026-03-16 00:21:52.1133333
31052,l06-vm-sql-wa01,10.200.8.4,,NULL,1,2026-03-16 00:36:19.5600000
31059,l06-vm-sql-wp02.BA.RB.corp,10.200.15.138,,NULL,1,2026-03-16 00:36:19.4533333
31060,l06-vm-dcr-wp03,10.200.3.10,,NULL,1,2026-03-15 11:02:47.6566667
31062,l06-vm-sgw-wp01.BA.RB.corp,10.200.6.10,,NULL,1,2026-03-16 00:21:52.0600000
31073,l06-vm-app-wp03,10.200.12.138,,NULL,1,2026-03-16 00:21:52.1000000
31075,l06-vm-dcr-wp04.BA.RB.corp,10.200.3.11,,NULL,1,2026-03-15 11:02:47.0166667
31077,cadmap001-101000.internal.cloudapp.net,10.101.1.133,,NULL,1,2026-03-11 12:34:06.7366667
31130,ECPRCNA10SQL3,10.130.0.27,,NULL,1,2026-03-22 08:04:57.9633333
31147,LIV-TST-CTX01,192.168.250.101,,NULL,1,2026-03-15 20:52:28.5600000
31158,sein-nms01,10.56.234.30,,NULL,0,2026-04-09 12:58:31.9200000
31316,gemba-sch-t-app-i2,172.20.200.205,,NULL,0,2026-04-09 14:16:03.6033333
31317,gemba-sch-o-app-i2,172.20.200.204,,NULL,0,2026-04-09 14:16:03.7566667
31318,ECPRSVA07SQL12,10.1.9.31,,NULL,1,2026-03-22 08:09:31.9566667
31454,Onbekend,172.20.201.3,,NULL,1,2026-03-15 20:52:28.1566667
31608,i04-vm-sql-wp01.internal.innoforte-zorg.nl,10.94.16.204,,NULL,1,2026-03-16 00:36:19.5200000
31643,Onbekend,10.56.3.27,,NULL,1,2026-03-16 01:34:36.7766667
31739,UTLWP001-101068,10.101.68.50,,NULL,1,2026-03-21 18:32:51.7566667
31740,DCRWP001-101068,10.101.68.51,,NULL,1,2026-03-21 18:32:51.7366667
31741,FLSWP001-101068,10.101.68.91,,NULL,1,2026-03-21 18:32:51.8166667
31742,DCRWP002-101068,10.101.68.52,,NULL,1,2026-03-21 18:32:51.9000000
31744,SQLWP002-101068,10.101.68.61,,NULL,1,2026-03-21 18:46:31.8633333
31840,Onbekend,10.101.68.80,,NULL,0,2026-04-09 16:11:37.4733333
31974,Onbekend,20.76.211.245,,NULL,1,2026-03-15 20:52:28.6166667
31977,Onbekend,20.59.7.101,,NULL,1,2026-03-15 20:52:28.7033333
31998,ECPRSVL04APP10,192.168.44.44,,NULL,1,2026-03-16 00:21:21.1100000
31999,gemba-sch-p-app-i11,172.20.200.51,,NULL,0,2026-04-09 14:16:03.7933333
32000,gemba-sch-p-app-i12,172.20.200.52,,NULL,0,2026-04-09 14:16:03.7000000
32001,gemba-sch-p-app-i8,172.20.200.48,,NULL,0,2026-04-09 14:16:03.7400000
32002,gemba-sch-a-app-i3,172.20.200.177,,NULL,0,2026-04-09 14:16:03.7200000
32003,gemba-sch-p-app-i10,172.20.200.50,,NULL,0,2026-04-09 14:16:03.8666667
32004,gemba-sch-a-app-i4,172.20.200.178,,NULL,0,2026-04-09 14:16:03.9166667
32005,gemba-sch-p-app-i9,172.20.200.49,,NULL,0,2026-04-09 14:16:03.8200000
32006,gemba-sch-p-app-i7,172.20.200.47,,NULL,0,2026-04-09 14:16:03.6800000
32007,ECPRSVE05PRN2,10.56.4.51,,NULL,0,2026-04-09 11:34:05.0333333
32011,Onbekend,10.56.3.29,,NULL,0,2026-04-09 09:35:33.3900000
32056,r11-vm-mgt-wp01,10.236.4.20,,NULL,1,2026-03-22 08:04:58.1300000
32240,IVZ-DC2-19.IVZ.local,192.168.43.7,,NULL,1,2026-03-15 20:52:29.2566667
32350,Onbekend,10.91.12.100,,NULL,0,2026-04-09 12:58:27.7533333
32352,Onbekend,10.91.12.113,,NULL,0,2026-04-09 12:58:27.8600000
32376,Onbekend,10.91.12.10,,NULL,1,2026-03-15 20:52:28.7700000
32377,Onbekend,10.91.13.36,,NULL,1,2026-03-15 20:52:28.8200000
32401,Onbekend,10.101.1.116,,NULL,1,2026-03-15 20:52:29.0633333
32402,Onbekend,10.101.1.117,,NULL,1,2026-03-15 20:52:28.8700000
32408,Onbekend,10.101.1.118,,NULL,1,2026-03-15 20:52:28.9666667
32667,Onbekend,10.101.226.17,,NULL,1,2026-03-16 01:34:59.5133333
33003,gemba-sch-a-app-m6,172.20.200.164,,NULL,0,2026-04-09 14:16:03.8400000
33141,DCRWP001-101070,10.101.70.51,,NULL,1,2026-03-21 18:32:51.8900000
33142,DCRWP002-101070,10.101.70.52,,NULL,1,2026-03-21 18:32:51.8500000
33143,SQLWP002-101070,10.101.70.61,,NULL,1,2026-03-21 18:46:31.9100000
33144,UTLWP001-101070,10.101.70.50,,NULL,1,2026-03-21 18:32:51.7833333
33145,FLSWP001-101070,10.101.70.91,,NULL,1,2026-03-21 18:32:51.8366667
33194,l06-vm-syn-wt01.ldesho.nl,10.200.3.26,,NULL,1,2026-03-16 00:21:52.2600000
33195,l06-vm-dcr-wt01.ldesho.nl,10.200.3.20,,NULL,1,2026-03-15 11:02:46.1966667
33220,LIV-PRD-CTX16,192.168.250.117,,NULL,1,2026-03-15 20:52:29.1566667
33250,MAX-RELAY1101,10.17.107.68,,NULL,1,2026-03-16 10:20:52.5633333
33251,MAXFILE1101,10.17.107.65,,NULL,0,2026-04-09 18:44:55.7833333
33253,Onbekend,10.101.70.80,,NULL,0,2026-04-09 16:11:37.4000000
33343,Onbekend,10.17.107.66,,NULL,0,2026-04-09 12:58:30.8433333
33344,ram-inf-lsv-p-app-01.researchidt.prinsesmaximacentrum.nl,10.17.107.67,,NULL,0,2026-04-09 12:58:31.7433333
33351,RAM-PMC-VMPROXY,10.17.107.6,,NULL,1,2026-03-16 10:20:52.5433333
33352,RAM-PMC-DC03.pmc-beheer.local,10.17.107.5,,NULL,1,2026-03-15 21:33:49.8333333
33353,PMC-WSUS,10.17.107.8,,NULL,1,2026-03-16 10:20:52.6533333
34102,FTP-Mobiel,10.1.14.6,,NULL,0,2026-04-09 12:33:17.2033333
35453,ECPRSVP07SQL2,172.18.128.19,,NULL,1,2026-03-22 08:09:31.9900000
40855,ECPRSVP07APP6,172.18.128.22,,NULL,0,2026-04-09 12:14:52.7566667
40856,ECPRSVP07APP5,172.18.128.21,,NULL,0,2026-04-09 12:14:52.3133333
40860,Onbekend,20.71.88.176,,NULL,1,2026-03-15 20:52:29.4200000
40982,VRGZ-DHCP.ram.nl,10.56.3.2,,NULL,0,2026-04-09 09:35:34.4933333
40996,ECPRSVH10FILE2,10.16.114.17,,NULL,1,2026-03-22 08:04:57.9800000
41419,LIV-PRD-APP02,192.168.250.236,,NULL,1,2026-03-16 01:34:59.6200000
41647,M1PRSVEMGT2.M1.ecumulus.nl,10.240.129.101,,NULL,0,2026-04-09 12:27:54.5433333
41712,RAMVIADC02,10.40.40.11,,NULL,1,2026-03-16 10:20:54.3466667
41713,RAMVIADC01,10.40.40.10,,NULL,1,2026-03-16 10:21:07.9700000
41715,RAMVIA02,10.40.40.3,,NULL,1,2026-03-16 10:20:52.7433333
41716,RAMVIA01,10.40.40.2,,NULL,1,2026-03-16 10:20:52.7166667
41815,EC40SEQ06,10.240.7.134,,NULL,1,2026-03-16 02:10:18.2900000
41951,Onbekend,10.101.0.42,,NULL,1,2026-03-15 20:52:29.9033333
41955,SQLWP003-101040,10.101.40.62,,NULL,1,2026-03-21 18:46:31.9000000
41993,FLSWP001-101072,10.101.72.91,,NULL,1,2026-03-21 18:32:51.8266667
41994,dcrwp001-101072.internal.cloudapp.net,10.101.72.51,,NULL,1,2026-03-21 18:32:52.0066667
41995,SQLWP002-101072,10.101.72.61,,NULL,1,2026-03-21 18:46:31.8700000
42082,UTLWP001-101072,10.101.72.50,,NULL,1,2026-03-21 18:32:51.9200000
42085,DCRWP002-101072,10.101.72.52,,NULL,1,2026-03-21 18:32:52.0733333
42087,ram-freeipa02,89.221.190.23,,NULL,0,2026-04-09 19:30:13.0866667
42088,ram-freeipa01,89.221.190.22,,NULL,0,2026-04-09 10:48:18.3266667
42103,Onbekend,10.101.72.80,,NULL,0,2026-04-09 16:11:37.2066667
43212,ECPRSVM14FILE1,10.16.110.13,,NULL,0,2026-04-09 12:29:06.4900000
43213,ECPRSVM14APP3,10.16.110.12,,NULL,1,2026-03-16 00:21:52.2733333
43214,ECPRSVM14APP2,10.16.110.11,,NULL,1,2026-03-22 08:00:17.2766667
43215,ECPRSVM14SQL01,10.16.110.14,,NULL,1,2026-03-22 08:09:31.9800000
43217,SEPA-MON01,10.16.115.13,,NULL,1,2026-03-15 20:52:30.1266667
43218,SEPA-DC01,10.16.115.11,,NULL,1,2026-03-15 21:33:49.8966667
43219,SEPA-BCK01,10.16.115.14,,NULL,1,2026-03-15 20:52:30.2600000
43221,SEPA-PRD-SHS02,10.16.115.41,,NULL,1,2026-03-15 20:52:30.4233333
43223,SEPA-TST-SHS01,10.16.115.56,,NULL,1,2026-03-15 20:52:30.3200000
43224,SEPA-PRD-SCH01,10.16.115.42,,NULL,1,2026-03-15 20:52:30.1900000
43225,SEPA-STEP01,10.16.115.10,,NULL,1,2026-03-15 20:52:30.3700000
43226,SEPA-PRD-SHS01,10.16.115.40,,NULL,1,2026-03-15 20:52:30.5366667
43227,SEPA-TST-SCH01,10.16.115.57,,NULL,1,2026-03-15 20:52:30.5900000
43228,SEPA-DC02.sectra.pathologiezuidwest.nl,10.16.115.12,,NULL,1,2026-03-15 21:33:49.9766667
43230,SEPA-TST-DB01,10.16.115.55,,NULL,1,2026-03-15 20:52:30.4766667
43231,Onbekend,10.16.115.35,,NULL,1,2026-03-15 20:52:30.7500000
43310,Onbekend,10.16.117.15,,NULL,1,2026-03-15 20:52:30.7966667
43311,AMSTL-MON01,10.16.117.13,,NULL,1,2026-03-15 20:52:30.6933333
43312,AMSTL-PRD-SCHAP,10.16.117.44,,NULL,1,2026-03-15 20:52:30.6433333
43315,AMSTL-TST-APPL,10.16.117.56,,NULL,1,2026-03-15 20:52:30.8500000
43316,AMSTL-PRD-TWIIN,10.16.117.45,,NULL,0,2026-04-09 09:08:37.3800000
43317,AMSTL-PRD-SHS02,10.16.117.41,,NULL,1,2026-03-15 20:52:30.9966667
43319,AMSTL-PRD-CORE,10.16.117.14,,NULL,1,2026-03-15 20:52:30.9466667
43320,AMSTL-DC01.Amstelland.local,10.16.117.11,,NULL,1,2026-03-15 21:33:50.0600000
43322,AMSTL-PRD-SPCHA,10.16.117.42,,NULL,1,2026-03-15 20:52:30.9000000
43324,AMSTL-TST-CORE,10.16.117.57,,NULL,1,2026-03-15 20:52:31.1500000
43325,AMSTL-PRD-DB01,10.16.117.21,,NULL,1,2026-03-15 20:52:31.1033333
43326,AMSTL-PRD-SHS01,10.16.117.40,,NULL,1,2026-03-15 20:52:31.0466667
43330,MAX-STEP01,10.17.106.11,,NULL,1,2026-03-15 20:52:31.1933333
43332,MAX-MON01,10.17.106.12,,NULL,1,2026-03-15 20:52:31.3333333
43333,MAX-PRD-SQL01,10.17.106.21,,NULL,1,2026-03-15 20:52:31.2400000
43334,MAX-PRD-SHS01,10.17.106.31,,NULL,1,2026-03-15 20:52:31.3866667
43335,MAX-PRD-WIS01,10.17.106.32,,NULL,1,2026-03-15 20:52:31.2866667
43336,MAX-TST-SQL01,10.17.106.121,,NULL,1,2026-03-15 20:52:31.4333333
43337,MAX-TST-WIS01,10.17.106.132,,NULL,1,2026-03-15 20:52:31.5333333
43338,MAX-TST-SHS01,10.17.106.131,,NULL,1,2026-03-15 20:52:31.4833333
43650,ECPRCNA10SQL1,10.130.0.29,,NULL,1,2026-03-22 08:09:32.0400000
43651,ECPRCNA10SQL2,10.130.0.26,,NULL,1,2026-03-22 08:09:32.0500000
43678,UTLWP001-101074,10.101.74.50,,NULL,1,2026-03-21 18:32:51.9433333
43682,Onbekend,10.101.74.80,,NULL,0,2026-04-09 16:11:37.2700000
43698,NAV03,192.168.250.173,,NULL,1,2026-03-16 01:34:59.5833333
43773,sfswp004-101000.internal.cloudapp.net,10.101.0.20,,NULL,1,2026-03-21 18:32:51.9533333
43879,Onbekend,10.101.58.8,,NULL,1,2026-03-16 01:34:59.5966667
43880,FLSWP001-101074,10.101.74.91,,NULL,1,2026-03-21 18:32:51.9766667
43881,SQLWP002-101074,10.101.74.61,,NULL,1,2026-03-21 18:46:31.8800000
43883,dcrwp002-101074.internal.cloudapp.net,10.101.74.52,,NULL,1,2026-03-21 18:32:52.0500000
43885,DCRWP001-101074,10.101.74.51,,NULL,1,2026-03-21 18:32:52.0266667
43894,MGMWP002-101000,10.150.150.101,,NULL,1,2026-03-21 18:32:52.0166667
43895,SECWP001-101000.local,10.150.150.100,,NULL,1,2026-03-16 02:41:20.7766667
43935,Onbekend,192.168.234.230,,NULL,0,2026-04-09 14:27:43.6133333
44008,SQLWP005-101004,10.101.4.64,,NULL,1,2026-03-21 18:46:31.9266667
44045,RAMNL-Report,192.168.171.50,,NULL,1,2026-03-16 10:20:52.8066667
44059,i04-vm-mgt-lp01,10.94.16.156,,NULL,1,2026-03-11 16:50:47.2200000
44173,Onbekend,192.168.206.209,,NULL,0,2026-04-09 12:58:32.1066667
44178,Onbekend,192.168.206.210,,NULL,0,2026-04-09 12:58:31.8366667
44189,Onbekend,192.168.206.211,,NULL,0,2026-04-09 12:58:32.7266667
44191,Onbekend,192.168.206.218,,NULL,0,2026-04-09 12:58:32.2233333
44193,Onbekend,192.168.206.212,,NULL,0,2026-04-09 12:58:33.5166667
44195,Onbekend,192.168.206.217,,NULL,0,2026-04-09 12:58:33.0400000
44198,Onbekend,192.168.206.216,,NULL,0,2026-04-09 12:58:32.9333333
44230,Onbekend,192.168.206.215,,NULL,0,2026-04-09 12:58:33.2000000
44232,Onbekend,192.168.206.213,,NULL,0,2026-04-09 12:58:33.6133333
44243,Onbekend,192.168.206.118,,NULL,1,2026-03-15 20:52:32.2766667
44246,Onbekend,192.168.206.214,,NULL,0,2026-04-09 12:58:32.8366667
44261,Onbekend,192.168.206.116,,NULL,1,2026-03-15 20:52:32.2300000
44355,PDU-D11-L3A,192.168.242.245,,NULL,0,2026-04-09 14:27:42.7300000
44356,PDU-D12-L2A,192.168.242.244,,NULL,0,2026-04-09 14:27:42.8866667
44357,Onbekend,192.168.240.14,,NULL,1,2026-03-15 20:52:32.5600000
44358,PDU-D11-L1B,192.168.242.246,,NULL,0,2026-04-09 14:27:43.0233333
44359,PDU-D18-A,192.168.242.162,,NULL,0,2026-04-09 14:27:42.8033333
44361,PDU-D17-A,192.168.242.160,,NULL,0,2026-04-09 14:27:43.1666667
44362,PDU-D18-B,192.168.242.163,,NULL,0,2026-04-09 14:27:43.0966667
44363,PDU-D13-B,192.168.242.155,,NULL,0,2026-04-09 14:27:43.2366667
44364,PDU-D17-B,192.168.242.161,,NULL,0,2026-04-09 14:27:42.9566667
44365,PDU-D15-B,192.168.242.159,,NULL,0,2026-04-09 14:27:43.3900000
44367,PDU-D15-A,192.168.242.158,,NULL,0,2026-04-09 14:27:43.8366667
44368,PDU-D13-A,192.168.242.154,,NULL,0,2026-04-09 14:27:43.9200000
44369,PDU-D10-A,192.168.242.148,,NULL,0,2026-04-09 14:27:44.0100000
44370,PDU-D11-A,192.168.242.150,,NULL,0,2026-04-09 14:27:44.2100000
44372,PDU-D10-B,192.168.242.149,,NULL,0,2026-04-09 14:27:44.3466667
44374,PDU-D09-B,192.168.242.147,,NULL,0,2026-04-09 14:27:44.1433333
44375,PDU-D12-A,192.168.242.152,,NULL,0,2026-04-09 14:27:44.0733333
44376,PDU-D09-A,192.168.242.146,,NULL,0,2026-04-09 14:27:44.2766667
44377,PDU-M07-B,192.168.242.165,,NULL,0,2026-04-09 14:27:44.5466667
44378,PDU-D13-L3A,192.168.242.247,,NULL,0,2026-04-09 14:27:44.4133333
44379,PDU-A08-L2B,192.168.242.173,,NULL,0,2026-04-09 14:27:44.4800000
44381,PDU-B07-B,192.168.242.50,,NULL,0,2026-04-09 14:27:45.0233333
44383,PDU-D13-L2B,192.168.242.248,,NULL,0,2026-04-09 14:27:44.8233333
44385,PDU-B02-A,192.168.242.41,,NULL,0,2026-04-09 14:27:44.7533333
44386,PDU-B02-B,192.168.242.40,,NULL,0,2026-04-09 14:27:44.8933333
44387,PDU-M08-B,192.168.242.167,,NULL,0,2026-04-09 14:27:44.6833333
44388,PDU-M07-A,192.168.242.164,,NULL,0,2026-04-09 14:27:45.4400000
44389,PDU-D11-B,192.168.242.151,,NULL,0,2026-04-09 14:27:44.6233333
44390,PDU-A05-A,192.168.242.11,,NULL,0,2026-04-09 14:27:45.3033333
44391,PDU-B10-A,192.168.242.57,,NULL,0,2026-04-09 14:27:45.3700000
